科目代號,學分數,科目名稱(中),科目名稱(英),授課教師(中),授課教師(英),開課系級,上課時間(中),上課時間(英),上課地點,修別,授課語文,"是否為核心通識",異動備註,科目備註說明,
000350011,3.0,行銷管理,Marketing,白佩玉,PAI PEI-YU,企管系,四D56,thu13-16 thu 13 14 15,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:停開於2018/01/07;,＠備註Note:先修管理學和經濟學。企管二乙優先，第一堂課務必出席。,
000350021,3.0,行銷管理,Marketing,白佩玉,PAI PEI-YU,企管系,二D56,tue13-16 tue 13 14 15,研究250201,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:第一堂課務必出席，先修經濟學和管理學。企二甲優先。,
000350031,3.0,行銷管理,Marketing,簡睿哲,JEAN RUEY-JER 'BRYAN',企管系,四D56,thu13-16 thu 13 14 15,商館260210,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/22;,＠備註Note:第一堂課務必出席，貿二乙優先，先修經濟學和管理學。,
000350041,3.0,行銷管理,Marketing,李嘉林,LEE CHIA-LIN,企管系,一D56,mon13-16 mon 13 14 15,研究250305,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:第一堂課務必出席，貿二甲優先，先修經濟學和管理學。,
000350051,3.0,行銷管理,Marketing,李嘉林,LEE CHIA-LIN,企管系,四234,thu09-12 thu 09 10 11,研究250301,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:第一堂課務必出席，未到者請自行退選，先修經濟學和管理學。,
000351001,3.0,投資學,Investments,顏錫銘,YEN SIMON H .,財管系,四567,thu14-17 thu 14 15 16,逸仙050101,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/08;,＠備註Note:先修財務管理、統計學,
000351011,3.0,投資學,Investments,李志宏,LEE JIE-HAUN,財管系,二D56,tue13-16 tue 13 14 15,研究250105,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修財務管理,
000351021,3.0,投資學,Investments,吳啟銘,WU CHI-MING,財管系,一D56,mon13-16 mon 13 14 15,商館260102,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修財務管理，財管二優先。,
000351031,3.0,投資學,Investments,林靖庭,LIN CHING-TING,財管系,一D56,mon13-16 mon 13 14 15,學思040202,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:先修財務管理，金融二優先,
000356001,1.0,社會責任與倫理,Social Responsibility,黃秉德,HUANG PING-DER,企管系,二234,tue09-12 tue 09 10 11,研究250305,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:集中授課六週，實際上課時間請見教學大綱。,
000356011,1.0,社會責任與倫理,Social Responsibility,陳立民,CHEN LI-MING,企管系,五234,fri09-12 fri 09 10 11,研究250103,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2018/01/10;,＠備註Note:集中授課六週，實際上課時間請見教學大綱。,
000356021,1.0,社會責任與倫理,Social Responsibility,蘇威傑,SU WEI-CHIEH,企管系,四EFG,thu18-21 thu 18 19 20,商館260101,必/Required,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2018/01/24;,＠備註Note:不開放加簽。,
000356041,1.0,社會責任與倫理,Social Responsibility,劉世慶,LIU SHIH CHING,企管系,五234,fri09-12 fri 09 10 11,學思040301,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:集中授課六週，實際上課時間請見教學大綱。,
000356051,1.0,社會責任與倫理,Social Responsibility,黃秉德,HUANG PING-DER,企管系,二234,tue09-12 tue 09 10 11,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:集中授課六週，實際上課時間請見教學大綱。,
000601002,2.0,民法概要,Civil Law,王正偉,WANG CHENG-WEI,法律系,一78,mon16-18 mon 16 17,學思040103,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2017/12/05;,＠備註Note:企管系一甲同學優先。,
000601012,2.0,民法概要,Civil Law,林佳和,LIN CHIA-HO,法律系,四56,thu14-16 thu 14 15,資訊140306,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教師異動於2017/12/14;,＠備註Note:企管一乙同學優先。,
000601022,2.0,民法概要,Civil Law,楊芳賢,YANG FANG-HSIEN,法律系,五56,fri14-16 fri 14 15,大勇210202,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:財政系一年級優先。,
000601032,2.0,民法概要,Civil Law,范世偉,"FAN FAN,SHIH-WEI",法律系,一56,mon14-16 mon 14 15,資訊140306,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:會計系一年級乙班同學優先。,
000601042,2.0,民法概要,Civil Law,范世偉,"FAN FAN,SHIH-WEI",法律系,四56,thu14-16 thu 14 15,大智190101,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:會計一甲同學優先。,
000603001,3.0,民法概要,Civil Law,劉明生,LIU MING SHENG,法律系,一D56,mon13-16 mon 13 14 15,綜合270302,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:財管系一年級學生優先。,
000604001,2.0,商事法,Commercial Law,沈宗倫,SHEN CHUNG-LUN,法律系,三34,wed10-12 wed 10 11,大智190101,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:財管二年級優先。,
000604011,2.0,商事法,Commercial Law,王正偉,WANG CHENG-WEI,法律系,一12,mon08-10 mon 08 09,商館260206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2018/01/04;,＠備註Note:風管系二年級學生優先。,
000604021,2.0,商事法,Commercial Law,王立達,WANG LI-DAR,法律系,二34,tue10-12 tue 10 11,大勇210202,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:資管系二年級優先。,
000604031,2.0,商事法,Commercial Law,朱德芳,CHU TE-FANG,法律系,四34,thu10-12 thu 10 11,大智190304,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:金融系二年級及國貿二甲優先。,
000605002,2.0,商事法,Commercial Law,臧正運,TSANG CHENG-YUN,法律系,三56,wed14-16 wed 14 15,資訊140306,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:會計系二年級甲班優先。,
000605012,2.0,商事法,Commercial Law,詳備註,Ref. Note,法律系,三34,wed10-12 wed 10 11,綜合270301,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:經濟系二年級優先。1062改由周振鋒老師授課,
000605022,2.0,商事法,Commercial Law,劉承愚,LIU CHENG-YU,法律系,三78,wed16-18 wed 16 17,大智190305,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:會計系二年級乙班優先 。,
000702011,3.0,普通心理學,Psychology,張裕隆,CHANG YUE-LOONG,心理系,三234,wed09-12 wed 09 10 11,大勇210103,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A,
000702021,3.0,普通心理學,Psychology,喬治克里斯托,GEORGE CHRISTOPOULOS,心理系,三234,wed09-12 wed 09 10 11,,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:停開於2018/01/10;,＠備註Note:英語授課,
000710002,3.0,微積分（理工）,Calculus(Science),李陽明,CHEN YOUNG-MING,應數系,二234,tue09-12 tue 09 10 11,研究250105,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:三CD為實習課，資科系優先,
000711002,3.0,微積分,Calculus,余屹正,YU YIH-JENG,應數系,五D56,fri13-16 fri 13 14 15,大勇210103,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:五7為實習課，風管系、財管系、金融系優先,
000711012,3.0,微積分,Calculus,李明融,LI MENG-RONG,應數系,一D56,mon13-16 mon 13 14 15,大智190305,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:一7為實習課，國貿系優先,
000712001,3.0,微積分,Calculus,陳政輝,CHEN JENG-HUEI,應數系,三D56,wed13-16 wed 13 14 15,大勇210103,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:三7為實習課，會計系、資管系優先,
002005011,0.0,體育[特別班],Physical Education,呂潔如、謝明,LU CHIEH-JU/HSIEH MING-HUI,體育,四56,thu14-16 thu 14 15,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:請詳閱體育選課規定,
002006031,0.0,運動代表隊—男,School Team--Male,葉良志,YEH LIANG-CHIH,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006041,0.0,運動代表隊—女,School Team--Female,謝明輝,HSIEH MING-HUI,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006051,0.0,運動代表隊—男,School Team--Male,吳高讚,WU KAO-TSAN,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006061,0.0,運動代表隊—女,School Team--Female,嚴雅婷,YEN YA-TING,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006071,0.0,運動代表隊—男,School Team--Male,朱昌勇,CHU CHANG-YONG,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006081,0.0,運動代表隊—女,School Team--Female,謝淑娟,SHIEN SU-CHUAN,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006091,0.0,運動代表隊—男,School Team--Male,陳志威,CHEN CHI-WEI,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006101,0.0,運動代表隊—女,School Team--Female,楊瑞珠,YANG JUI-CHU,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006111,0.0,運動代表隊—男,School Team--Male,張凱隆,CHANG KAI-LUNG,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006121,0.0,運動代表隊—女,School Team--Female,張凱隆,CHANG KAI-LUNG,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006211,0.0,運動代表隊—棒,School Team--,王清欉,WANG CHING-CHUNG,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006231,0.0,運動代表隊—橄,School Team--Rugby,林文乙,LIN WEN-I,體育,未定或彈性,N/A,,必/Required,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006241,0.0,運動代表隊—足,School Team--Soccer,林培元,LIN PEI-YUAN,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006251,0.0,運動代表隊—跆,School Team--,謝明輝,HSIEH MING-HUI,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006261,0.0,運動代表隊—柔,School Team--Judo,謝明輝,HSIEH MING-HUI,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006271,0.0,運動代表隊—劍,School Team--Kendo,謝明輝,HSIEH MING-HUI,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006291,0.0,運動代表隊—擊,School Team--,謝明輝,HSIEH MING-HUI,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006621,0.0,運動代表隊—田,School Team--,呂潔如,LU CHIEH-JU,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002006631,0.0,運動代表隊—游,School Team--,王思宜,WANG SZU-YI,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練徵選,
002006641,0.0,運動代表隊—男,School Team--,陳子威,Chen Tzu Wei,體育,未定或彈性,N/A,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:需經教練甄選,
002008001,0.0,體育[男女合班]—,Physical Education,陳志威,CHEN CHI-WEI,體育,二12,tue08-10 tue 08 09,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：體育館重訓室,
002008011,0.0,體育[男女合班]—,Physical Education,陳志威,CHEN CHI-WEI,體育,二34,tue10-12 tue 10 11,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：體育館重訓室,
002012011,0.0,體育[男]—羽球初,Physical Education,黃郁琦,HUANG YU-CHI,體育,五12,fri08-10 fri 08 09,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：體育館羽球場,
002012021,0.0,體育[男]—羽球初,Physical Education,黃郁琦,HUANG YU-CHI,體育,五34,fri10-12 fri 10 11,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：體育館羽球場,
002015011,0.0,體育[男]—桌球初,Physical Education,朱昌勇,CHU CHANG-YONG,體育,五12,fri08-10 fri 08 09,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：體育館桌球教室,
002015021,0.0,體育[男]—桌球初,Physical Education,朱昌勇,CHU CHANG-YONG,體育,四78,thu16-18 thu 16 17,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：體育館桌球教室,
002021011,0.0,體育[男]—籃球初,Physical Education,葉良志,YEH LIANG-CHIH,體育,四56,thu14-16 thu 14 15,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：環山運動園區籃球場,
002034011,0.0,體育[男]—健力,Physical Education,張凱隆,CHANG KAI-LUNG,體育,三56,wed14-16 wed 14 15,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：體育館重訓室,
002051001,0.0,體育[男]—羽球中,Physical Education,陳志威,CHEN CHI-WEI,體育,四12,thu08-10 thu 08 09,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：體育館羽球場,
002062011,0.0,體育[女]—羽球初,Physical Education,方明營,FUN MING-IN,體育,二12,tue08-10 tue 08 09,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：體育館羽球場,
002062021,0.0,體育[女]—羽球初,Physical Education,方明營,FUN MING-IN,體育,二34,tue10-12 tue 10 11,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：體育館羽球場,
002062031,0.0,體育[女]—羽球初,Physical Education,楊瑞珠,YANG JUI-CHU,體育,二56,tue14-16 tue 14 15,,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:上課地點：體育館羽球場,
